id,name,loss_type,attack_time,attack_date,attack_lat,attack_lo,nationality,tonnage,complement,survivors,dead,commander,ship_name
84,U-84,Sunk,4.57.00 AM,4/8/1942,40.3,-64.5,Yugoslavian,5226,47,34,13,Horst Uphoff,Nemanja
84,U-84,Sunk,12.30.00 AM,4/21/1942,35.25,-74.55,Panamanian,3014,38,1,37,Horst Uphoff,Chenango
84,U-84,Sunk,4.29.00 PM,6/23/1942,39.4,-41.3,Norwegian,6568,37,33,4,Horst Uphoff,Torvanger
84,U-84,Sunk,4.08.00 AM,7/13/1942,23.32,-81.02,American,5990,49,46,3,Horst Uphoff,Andrew Jackson
84,U-84,Sunk,6.45.00 AM,7/19/1942,25.14,-82.27,Honduran,1648,37,34,3,Horst Uphoff,Baja California
84,U-84,Damaged,9.08.00 AM,7/21/1942,24.08,-82.23,American,7176,54,54,0,Horst Uphoff,William Cullen Bryant
84,U-84,Sunk,2.00.00 AM,11/2/1942,51.5,-46.25,British,7459,51,51,0,Horst Uphoff,Empire Sunrise
85,U-85,Sunk,4.42.00 PM,9/10/1941,61.59,-39.46,British,4748,49,46,3,Eberhard Greger,Thistleglen
85,U-85,Sunk,8.20.00 PM,2/9/1942,44.45,-47.25,British,5408,47,38,9,Eberhard Greger,Empire Fusilier
85,U-85,Sunk,,4/10/1942,39,-73,Norwegian,4904,33,0,33,Eberhard Greger,Chr. Knudsen
86,U-86,Damaged,1.58.00 PM,1/16/1942,47.54,-52.11,British,8627,51,51,0,Walter Schug,Toorak
86,U-86,Sunk,6.13.00 AM,1/18/1942,48,-51.45,Greek,4271,33,0,33,Walter Schug,Dimitrios G. Thermiotis
86,U-86,Sunk,7.08.00 PM,8/6/1942,39.18,-55.44,American,342,7,7,0,Walter Schug,Wawaloam
86,U-86,Sunk,5.03.00 AM,3/11/1943,52.05,-27.35,Norwegian,5001,58,23,35,Walter Schug,Brant County
87,U-87,Sunk,7.54.00 PM,12/31/1941,59.18,-12.5,British,8237,60,33,27,Joachim Berger,Cardita
87,U-87,Sunk,3.59.00 AM,1/17/1942,45.46,-54.18,Norwegian,8087,41,21,20,Joachim Berger,Nyholt
87,U-87,Sunk,4.17.00 AM,6/16/1942,42.11,-69.25,British,8402,91,85,6,Joachim Berger,Port Nicholson
87,U-87,Sunk,4.17.00 AM,6/16/1942,42.25,-69.1,American,5896,169,83,86,Joachim Berger,Cherokee
87,U-87,Sunk,4.58.00 AM,10/11/1942,,-15.23,British,7392,133,126,7,Joachim Berger,Agapenor
88,U-88,Sunk,3.15.00 AM,7/5/1942,72.5,24.35,American,5127,45,42,3,Heino Bohmann,Carlton
88,U-88,Sunk,6.00.00 PM,7/5/1942,75.08,45.06,American,7177,54,51,3,Heino Bohmann,Daniel Morgan
89,U-89,Sunk,9.55.00 AM,7/25/1942,42.02,-65.38,Canadian,54,11,11,0,Dietrich Lohmann,Lucille M.
89,U-89,Sunk,9.49.00 PM,11/3/1942,55.3,-40.16,British,5318,91,90,1,Dietrich Lohmann,Jeypore
89,U-89,Sunk,10.35.00 PM,11/4/1942,57.24,-35.54,British,4640,47,47,0,Dietrich Lohmann,Daleby
89,U-89,Sunk,12.00.00 PM,5/7/1943,41.4,-18.13,Greek,3803,34,11,23,Dietrich Lohmann,Laconikos
91,U-91,Sunk,2.05.00 AM,9/14/1942,47.55,-43.27,Canadian,1375,201,69,132,Heinz Walkerling,HMCS Ottawa (H 60)
91,U-91,Sunk,11.57.00 PM,9/26/1942,54.34,-25.44,British,4989,68,30,38,Heinz Walkerling,New York
91,U-91,Sunk,3.41.00 AM,3/17/1943,50.38,-34.46,American,6366,80,0,80,Heinz Walkerling,Harry Luckenbach
91,U-91,Sunk,5.56.00 AM,3/17/1943,50.38,-34.46,American,6125,84,70,14,Heinz Walkerling,Irénée Du Pont
91,U-91,Sunk,5.56.00 AM,3/17/1943,50.34,-35.02,British,8714,94,94,0,Heinz Walkerling,Nariva
92,U-92,Sunk,5.49.00 AM,11/16/1942,36.08,-7.23,British,7622,172,169,3,Adolf Oelrich,Clan Mactaggart
92,U-92,Sunk,10.25.00 PM,2/21/1943,48.25,-30.1,British,9990,106,106,0,Adolf Oelrich,Empire Trader
753,U-753,Sunk,4.36.00 AM,2/22/1943,48,-31.24,Norwegian,9348,53,50,3,Alfred Manhardt von Mannstein,N.T. Nielsen-Alonso
92,U-92,Total Loss,8.01.00 PM,8/27/1944,,,American,1625,100,78,22,Wilhelm Brauel,USS LST-327
93,U-93,Sunk,12.18.00 AM,10/15/1940,58.58,-9.54,British,9331,75,73,2,Claus Korth,Hurunui
93,U-93,Sunk,3.17.00 AM,10/17/1940,60.46,-16.3,Norwegian,1168,17,7,10,Claus Korth,Dokka
93,U-93,Sunk,3.39.00 AM,10/17/1940,60.4,-15.5,British,2715,29,27,2,Claus Korth,Uskbridge
93,U-93,Sunk,3.48.00 AM,1/29/1941,56,-15.23,British,5886,42,42,0,Claus Korth,King Robert
93,U-93,Sunk,3.55.00 AM,1/29/1941,56,-15.23,British,10468,47,43,4,Claus Korth,W.B. Walker
93,U-93,Sunk,4.05.00 AM,1/29/1941,56,-15.23,Greek,4929,31,30,1,Claus Korth,Aikaterini
93,U-93,Sunk,5.21.00 PM,2/4/1941,55.5,-10.3,British,2660,35,5,30,Claus Korth,Dione II
93,U-93,Sunk,d for,5/21/1941,59,-38.05,Dutch,6235,54,49,5,Claus Korth,Elusa
94,U-94,Sunk,6.23.00 PM,12/2/1940,55.36,-16.22,British,6022,74,74,0,Herbert Kuppisch,Stirlingshire
94,U-94,Sunk,10.17.00 PM,12/2/1940,55.43,-15.06,British,6725,39,34,5,Herbert Kuppisch,Wilhelmina
94,U-94,Sunk,7.12.00 PM,12/11/1940,53.4,-17,British,5306,32,0,32,Herbert Kuppisch,Empire Statesman
94,U-94,Sunk,12.42.00 AM,1/20/1941,61.14,-12.05,British,3174,44,0,44,Herbert Kuppisch,Florian
94,U-94,Sunk,6.18.00 AM,1/29/1941,56,-15.23,British,4353,37,21,16,Herbert Kuppisch,West Wales
94,U-94,Sunk,2.47.00 AM,1/30/1941,56,-15.42,British,5125,40,40,0,Herbert Kuppisch,Rushpool
94,U-94,Sunk,3.40.00 AM,4/4/1941,58.24,-23.2,British,5414,41,24,17,Herbert Kuppisch,Harbledown
94,U-94,Sunk,3.30.00 PM,4/6/1941,62.37,-27.06,Norwegian,5580,29,29,0,Herbert Kuppisch,Lincoln Ellsworth
94,U-94,Sunk,11.12.00 PM,5/7/1941,61.29,-22.4,British,10263,105,105,0,Herbert Kuppisch,Ixion
94,U-94,Sunk,11.12.00 PM,5/7/1941,61.29,-22.4,Norwegian,5658,40,40,0,Herbert Kuppisch,Eastern Star
94,U-94,Sunk,4.53.00 AM,5/20/1941,56.41,-40.52,British,4718,48,48,0,Herbert Kuppisch,Norman Monarch
94,U-94,Sunk,6.17.00 PM,5/20/1941,57,-41,Norwegian,6128,38,16,22,Herbert Kuppisch,John P. Pedersen
94,U-94,Sunk,8.16.00 AM,9/15/1941,54.39,-28.04,British,5102,45,0,45,Otto Ites,Newbury
94,U-94,Sunk,8.38.00 PM,9/15/1941,54.4,-29.5,Greek,5762,29,13,16,Otto Ites,Pegasus
94,U-94,Sunk,11.48.00 PM,9/15/1941,54.09,-29.55,British,5613,37,0,37,Otto Ites,Empire Eland
94,U-94,Sunk,11.57.00 PM,10/1/1941,52.5,-34.4,British,12842,58,35,23,Otto Ites,San Florentino
94,U-94,Sunk,1.45.00 AM,2/24/1942,44.48,-40.21,British,7005,49,0,49,Otto Ites,Empire Hail
94,U-94,Sunk,2.25.00 AM,3/9/1942,39.1,-72.02,Brazilian,5152,89,36,53,Otto Ites,Cayrú
94,U-94,Sunk,3.16.00 AM,3/11/1942,38.27,-74.54,Norwegian,1630,20,14,6,Otto Ites,Hvoslef
94,U-94,Damaged,6.16.00 AM,3/25/1942,46.26,-41.3,British,8022,51,51,0,Otto Ites,Imperial Transport
94,U-94,Sunk,3.40.00 AM,5/12/1942,52.37,-29.13,Panamanian,5630,42,37,5,Otto Ites,Cocle
94,U-94,Sunk,3.51.00 AM,5/13/1942,52.09,-33.56,British,4399,42,41,1,Otto Ites,Batna
94,U-94,Sunk,6.18.00 AM,5/13/1942,51.5,-33.35,Swedish,4471,34,34,0,Otto Ites,Tolken
94,U-94,Sunk,9.50.00 PM,6/5/1942,50.14,-39.12,Portuguese,320,44,8,36,Otto Ites,Maria da Glãria
94,U-94,Sunk,3.40.00 AM,6/10/1942,51.5,-35,British,6147,49,44,5,Otto Ites,Empire Clough
94,U-94,Sunk,3.40.00 AM,6/10/1942,51.53,-34.59,British,4855,48,8,40,Otto Ites,Ramsay
94,U-94,Sunk,2.46.00 PM,6/11/1942,49.5,-41.37,British,4458,48,46,2,Otto Ites,Pontypridd
95,U-95,Sunk,12.58.00 AM,11/27/1940,56.45,-14.12,British,1862,26,0,26,Gerd Schreiber,Irene Maria
52,U-52,Sunk,8.38.00 AM,2/4/1941,55.46,-22.36,Norwegian,1298,19,5,14,Otto Salman,Ringhorn
99,U-99,Sunk,5.25.00 AM,12/3/1940,54.21,-19.3,British,8376,53,53,0,Otto Kretschmer,Conch
38,U-38,Sunk,8.03.00 PM,12/27/1940,58.1,-16.56,British,12823,90,89,1,Heinrich Liebe,Waiotira
95,U-95,Sunk,12.27.00 AM,2/24/1941,59.3,-21,Norwegian,1908,22,0,22,Gerd Schreiber,Svein Jarl
95,U-95,Sunk,12.46.00 AM,2/24/1941,59.3,-21,British,3807,38,34,4,Gerd Schreiber,Cape Nelson
95,U-95,Sunk,1.45.00 AM,2/24/1941,59.27,-20.2,British,4427,42,0,42,Gerd Schreiber,Temple Moat
95,U-95,Sunk,12.46.00 AM,3/2/1941,59.21,-13.36,British,6034,35,1,34,Gerd Schreiber,Pacific
95,U-95,Sunk,5.25.00 AM,3/5/1941,59,-18,Swedish,5070,31,0,31,Gerd Schreiber,Murjek
95,U-95,Sunk,6.20.00 AM,5/3/1941,61.07,-25.2,Norwegian,4873,33,32,1,Gerd Schreiber,Taranger
183,U-183,Sunk,3.30.00 PM,2/29/1944,,79.58,British,5419,53,46,7,Fritz Schneewind,Palma
95,U-95,Sunk,11.50.00 PM,9/6/1941,46.06,-17.04,Panamanian,434,10,10,0,Gerd Schreiber,Trinidad
96,U-96,Sunk,3.12.00 PM,12/11/1940,58.56,-11.2,British,10890,131,108,23,Heinrich Lehmann-Willenbrock,Rotorua
96,U-96,Sunk,8.52.00 PM,12/11/1940,58.5,-10.1,Dutch,5419,37,19,18,Heinrich Lehmann-Willenbrock,Towa
96,U-96,Sunk,1.56.00 AM,12/12/1940,57.5,-8.4,Swedish,4575,32,0,32,Heinrich Lehmann-Willenbrock,Stureholm
96,U-96,Sunk,4.31.00 AM,12/12/1940,57.52,-8.42,Belgian,5227,41,37,4,Heinrich Lehmann-Willenbrock,Macedonier
96,U-96,Sunk,8.55.00 AM,12/14/1940,59.32,-17.47,British,10926,169,154,15,Heinrich Lehmann-Willenbrock,Western Prince
96,U-96,Damaged,9.02.00 PM,12/14/1940,59.31,-13.15,British,5118,,,0,Heinrich Lehmann-Willenbrock,Empire Razorbill
48,U-48,Sunk,3.45.00 PM,6/8/1941,45.18,-36.4,Dutch,10746,36,36,0,Herbert Schultze,Pendrecht
96,U-96,Sunk,3.56.00 AM,1/16/1941,56.28,-12,British,14118,249,143,106,Heinrich Lehmann-Willenbrock,Oropesa
96,U-96,Sunk,5.08.00 AM,1/17/1941,58.16,-13.4,British,14936,360,0,360,Heinrich Lehmann-Willenbrock,Almeda Star
96,U-96,Sunk,3.08.00 PM,2/13/1941,60.25,-17.1,British,7987,59,0,59,Heinrich Lehmann-Willenbrock,Clea
96,U-96,Sunk,4.25.00 PM,2/13/1941,60.25,-17.11,British,10516,46,0,46,Heinrich Lehmann-Willenbrock,Arthur F. Corwin
96,U-96,Sunk,2.27.00 AM,2/18/1941,61.13,-18.1,British,5589,37,11,26,Heinrich Lehmann-Willenbrock,Black Osprey
96,U-96,Sunk,12.35.00 PM,2/22/1941,59.2,-16.12,British,6999,44,39,5,Heinrich Lehmann-Willenbrock,Scottish Standard
96,U-96,Sunk,11.27.00 PM,2/23/1941,59.3,-21,British,5457,46,17,29,Heinrich Lehmann-Willenbrock,Anglo-Peruvian
96,U-96,Sunk,1.16.00 AM,2/24/1941,59.45,-20.48,British,3385,35,0,35,Heinrich Lehmann-Willenbrock,Linaria
96,U-96,Sunk,2.20.00 AM,2/24/1941,58,-21,British,5458,43,0,43,Heinrich Lehmann-Willenbrock,Sirikishna
96,U-96,Sunk,7.25.00 PM,4/28/1941,60.03,-16.1,Norwegian,9892,37,25,12,Heinrich Lehmann-Willenbrock,Caledonia
96,U-96,Sunk,7.25.00 PM,4/28/1941,60.05,-17,British,8516,55,8,47,Heinrich Lehmann-Willenbrock,Oilfield
96,U-96,Sunk,7.25.00 PM,4/28/1941,60.14,-15.2,British,8897,98,97,1,Heinrich Lehmann-Willenbrock,Port Hardy
96,U-96,Sunk,3.24.00 AM,5/19/1941,54.47,-11.1,British,2922,33,2,31,Heinrich Lehmann-Willenbrock,Empire Ridge
96,U-96,Sunk,8.29.00 AM,7/5/1941,44.25,-28.35,British,5954,1316,62,254,Heinrich Lehmann-Willenbrock,Anselm
96,U-96,Sunk,10.47.00 PM,10/31/1941,51.2,-23.4,Dutch,5998,56,47,9,Heinrich Lehmann-Willenbrock,Bennekom
96,U-96,Sunk,11.29.00 PM,2/19/1942,43.14,-64.45,British,7965,57,56,1,Heinrich Lehmann-Willenbrock,Empire Seal
96,U-96,Sunk,11.29.00 PM,2/20/1942,43.14,-64.45,American,2398,39,0,39,Heinrich Lehmann-Willenbrock,Lake Osweya
96,U-96,Sunk,2.44.00 AM,2/22/1942,44,-63.3,Norwegian,1948,19,0,19,Heinrich Lehmann-Willenbrock,Torungen
96,U-96,Total Loss,10.57.00 PM,2/22/1942,44.15,-63.25,British,8888,47,1,46,Heinrich Lehmann-Willenbrock,Kars
96,U-96,Sunk,9.09.00 PM,3/9/1942,43.4,-61.1,Norwegian,4265,31,18,13,Heinrich Lehmann-Willenbrock,Tyr
96,U-96,Sunk,4.33.00 PM,9/10/1942,51.3,-28.25,Belgian,4241,56,55,1,Hans-Jürgen Hellriegel,Elisabeth van Belgie
96,U-96,Damaged,4.33.00 PM,9/10/1942,51.3,-28.25,British,12190,56,56,0,Hans-Jürgen Hellriegel,F.J. Wolfe
96,U-96,Sunk,4.33.00 PM,9/10/1942,51.28,-28.3,Norwegian,6313,39,39,0,Hans-Jürgen Hellriegel,Sveve
96,U-96,Sunk,11.50.00 AM,9/11/1942,50.03,-29.32,Portuguese,415,54,54,0,Hans-Jürgen Hellriegel,Delães
91,U-91,Sunk,11.57.00 PM,9/26/1942,54.34,-25.44,British,4989,68,30,38,Heinz Walkerling,New York
97,U-97,Sunk,2.12.00 AM,2/24/1941,61.1,-11.55,British,4973,57,6,51,Udo Heilmann,Jonathan Holt
97,U-97,Sunk,2.12.00 AM,2/24/1941,61.01,-12,British,4894,41,39,2,Udo Heilmann,Mansepool
97,U-97,Sunk,6.24.00 AM,2/24/1941,61.09,-12.04,British,6894,44,41,3,Udo Heilmann,British Gunner
97,U-97,Damaged,8.18.00 AM,2/24/1941,61.04,-14.24,Norwegian,9718,,,,Udo Heilmann,G.C. Brøvig
97,U-97,Sunk,11.26.00 PM,3/23/1941,49.35,-19.13,British,8077,59,0,59,Udo Heilmann,Chama
97,U-97,Sunk,4.43.00 PM,3/24/1941,49,-23,Norwegian,4301,30,0,30,Udo Heilmann,Hørda
97,U-97,Sunk,6.19.00 PM,4/4/1941,56.14,-31.19,British,8132,59,0,59,Udo Heilmann,Conus
97,U-97,Sunk,2.40.00 AM,5/6/1941,50.4,-21.3,British,6833,,,28,Udo Heilmann,HMS Camito (F 77)
97,U-97,Sunk,2.40.00 AM,5/6/1941,50.42,-21.22,Italian,6466,,8,,Udo Heilmann,Sangro
97,U-97,Sunk,8.00.00 AM,5/8/1941,48.05,-32.26,British,4553,41,12,29,Udo Heilmann,Ramillies
97,U-97,Sunk,12.55.00 AM,10/17/1941,31.14,28.5,Greek,1208,34,3,31,Udo Heilmann,Samos
97,U-97,Sunk,12.55.00 AM,10/17/1941,31.14,28.5,British,758,20,0,20,Udo Heilmann,Pass of Balmaha
97,U-97,Sunk,1.16.00 PM,6/28/1942,32.27,34.43,British,1433,33,19,14,Friedrich Bürgel,Zealand
97,U-97,Sunk,1.16.00 PM,6/28/1942,32.27,34.43,Greek,1755,25,17,8,Friedrich Bürgel,Memas
97,U-97,Sunk,1.43.00 PM,7/1/1942,31.22,33.44,British,786,38,4,34,Friedrich Bürgel,Marilyse Moller
97,U-97,Sunk,2.30.00 AM,6/12/1943,33.36,35.15,Dutch,1179,61,37,24,Hans-Georg Trox,Palima
97,U-97,Sunk,2.30.00 PM,6/15/1943,32.2,34.39,British,8995,51,47,4,Hans-Georg Trox,Athelmonarch
98,U-98,Sunk,1.50.00 PM,3/27/1941,58.51,-22.36,British,6695,41,0,41,Robert Gysae,Koranton
98,U-98,Sunk,12.29.00 AM,4/4/1941,59.06,-24.12,Norwegian,2467,24,24,0,Robert Gysae,Helle
98,U-98,Sunk,3.44.00 AM,4/4/1941,59.09,-23.4,British,5122,41,21,20,Robert Gysae,Welcombe
98,U-98,Sunk,2.16.00 AM,4/9/1941,59.5,-24.25,Dutch,1304,25,22,3,Robert Gysae,Prins Willem II
98,U-98,Sunk,4.00.00 AM,5/13/1941,59.04,-38.15,British,10549,281,278,3,Robert Gysae,HMS Salopian (F 94)
98,U-98,Sunk,5.29.00 PM,5/20/1941,57.48,-41.36,British,5356,56,34,22,Robert Gysae,Rothermere
98,U-98,Sunk,5.12.00 AM,5/21/1941,58,-41,British,7402,78,56,22,Robert Gysae,Marconi
98,U-98,Sunk,1.55.00 AM,7/9/1941,42.59,-31.4,British,5945,77,11,66,Robert Gysae,Designer
98,U-98,Sunk,5.28.00 AM,7/9/1941,42.46,-32.45,British,4897,43,37,6,Robert Gysae,Inverness
98,U-98,Sunk,1.59.00 PM,9/16/1941,59,-10,British,4392,36,5,31,Robert Gysae,Jedmoor
98,U-98,Sunk,12.26.00 AM,2/15/1942,41.15,-47.18,British,5298,50,0,50,Robert Gysae,Biela
98,U-98,Damaged,9.15.00 AM,8/10/1942,,,American,185,17,,,Wilhelm Schulze,USS Bold (AMc 67)
99,U-99,Sunk,12.51.00 PM,7/5/1940,50.31,-11.05,Canadian,2053,23,23,0,Otto Kretschmer,Magog
99,U-99,Sunk,12.53.00 AM,7/7/1940,49.39,-10.25,British,1964,29,0,29,Otto Kretschmer,Sea Glory
99,U-99,Sunk,11.12.00 PM,7/7/1940,50.06,-10.23,Swedish,1514,20,20,0,Otto Kretschmer,Bissen
99,U-99,Sunk,7.53.00 AM,7/8/1940,50.36,-9.24,British,5758,43,43,0,Otto Kretschmer,Humber Arm
99,U-99,Sunk,2.06.00 AM,7/12/1940,51,-14,Greek,4860,30,27,3,Otto Kretschmer,Ia
99,U-99,Captured,10.31.00 PM,7/12/1940,50.51,-13.55,Estonian,2136,,,0,Otto Kretschmer,Merisaar
99,U-99,Sunk,2.03.00 AM,7/18/1940,50.46,-13.56,British,4434,35,35,0,Otto Kretschmer,Woodbury
99,U-99,Sunk,5.57.00 AM,7/28/1940,52.17,-12.32,British,13212,74,74,0,Otto Kretschmer,Auckland Star
99,U-99,Sunk,2.15.00 AM,7/29/1940,54.1,-12,British,7336,94,88,6,Otto Kretschmer,Clan Menzies
99,U-99,Sunk,1.38.00 AM,7/31/1940,56.26,-8.3,British,5475,55,47,8,Otto Kretschmer,Jamaica Progress
99,U-99,Sunk,1.24.00 PM,7/31/1940,55.47,-9.18,British,6322,45,43,2,Otto Kretschmer,Jersey City
99,U-99,Damaged,2.51.00 AM,8/2/1940,55.1,-17.16,Norwegian,10973,,,0,Otto Kretschmer,Strinda
99,U-99,Damaged,3.43.00 AM,8/2/1940,55.18,-16.39,British,6556,30,30,0,Otto Kretschmer,Lucerna
510,U-510,Damaged,2.15.00 AM,8/10/1942,16.5,-60.4,British,8016,64,64,0,Karl Neitzel,Alexia
99,U-99,Sunk,7.16.00 AM,9/11/1940,,,British,2468,25,0,25,Otto Kretschmer,Albionic
99,U-99,Sunk,12.16.00 PM,9/15/1940,57.42,-15.02,Canadian,1780,20,13,7,Otto Kretschmer,Kenordoc
99,U-99,Sunk,2.41.00 AM,9/16/1940,,,Norwegian,1327,17,17,0,Otto Kretschmer,Lotos
99,U-99,Sunk,8.32.00 AM,9/17/1940,58.02,-14.18,British,2372,25,25,0,Otto Kretschmer,Crown Arun
99,U-99,Sunk,3.12.00 AM,9/21/1940,55.4,-22.04,British,9154,48,32,16,Otto Kretschmer,Invershannon
99,U-99,Sunk,4.19.00 AM,9/21/1940,56,-23,British,3668,35,0,35,Otto Kretschmer,Baron Blythswood
99,U-99,Sunk,4.47.00 AM,9/21/1940,55.2,-22.3,British,5156,56,54,2,Otto Kretschmer,Elmbank
99,U-99,Sunk,10.06.00 PM,10/18/1940,56.4,-10.45,British,6055,38,35,3,Otto Kretschmer,Empire Miniver
99,U-99,Sunk,11.30.00 PM,10/18/1940,57.14,-10.38,Greek,3854,28,27,1,Otto Kretschmer,Niritos
99,U-99,Sunk,11.55.00 PM,10/18/1940,57.29,-11.1,British,4815,39,1,38,Otto Kretschmer,Fiscus
99,U-99,Sunk,1.38.00 AM,10/19/1940,57.12,-10.43,British,5154,41,35,6,Otto Kretschmer,Empire Brigade
99,U-99,Sunk,1.55.00 AM,10/19/1940,57,-11.3,Greek,5875,26,4,22,Otto Kretschmer,Thalia
99,U-99,Sunk,1.55.00 AM,10/19/1940,57.28,-11.1,Norwegian,1643,21,21,0,Otto Kretschmer,Snefjeld
123,U-123,Sunk,3.58.00 AM,10/19/1940,57.1,-11.2,British,3106,36,35,1,Karl-Heinz Moehle,Clintonia
99,U-99,Sunk,9.40.00 PM,11/3/1940,53.58,-14.13,British,5376,63,54,9,Otto Kretschmer,Casanare
99,U-99,Sunk,9.40.00 PM,11/3/1940,54.09,-13.44,British,18724,417,368,49,Otto Kretschmer,HMS Laurentic (F 51)
99,U-99,Sunk,9.40.00 PM,11/4/1940,53.43,-14.41,British,11314,319,263,56,Otto Kretschmer,HMS Patroclus
99,U-99,Sunk,2.55.00 AM,11/5/1940,54.36,-14.23,British,6993,44,28,16,Otto Kretschmer,Scottish Maiden
99,U-99,Sunk,5.46.00 AM,12/2/1940,54.35,-18.18,British,16402,193,21,172,Otto Kretschmer,HMS Forfar (F 30)
99,U-99,Sunk,8.50.00 PM,12/2/1940,54,-18,Norwegian,4276,30,0,30,Otto Kretschmer,Samnanger
99,U-99,Sunk,5.25.00 AM,12/3/1940,54.21,-19.3,British,8376,53,53,0,Otto Kretschmer,Conch
99,U-99,Sunk,10.39.00 PM,12/7/1940,52.11,-22.56,Dutch,5237,31,15,16,Otto Kretschmer,Farmsum
99,U-99,Sunk,5.05.00 AM,3/7/1941,60,-12.5,British,20638,107,105,2,Otto Kretschmer,Terje Viken
99,U-99,Sunk,7.25.00 AM,3/7/1941,60.3,-13.3,British,6568,44,37,7,Otto Kretschmer,Athelbeach
99,U-99,Sunk,,3/16/1941,60.42,-13.1,Norwegian,8136,34,30,4,Otto Kretschmer,Beduin
99,U-99,Damaged,,3/16/1941,61.15,-12.3,British,9314,,,,Otto Kretschmer,Franche Comte
99,U-99,Sunk,,3/16/1941,60.57,-12.27,Canadian,7375,40,38,2,Otto Kretschmer,J.B. White
99,U-99,Sunk,,3/16/1941,61.09,-12.2,Swedish,6673,36,12,24,Otto Kretschmer,Korshamn
99,U-99,Sunk,,3/16/1941,61,-12.36,British,5728,40,40,0,Otto Kretschmer,Venetia
99,U-99,Sunk,,3/16/1941,60.42,-13.1,Norwegian,6593,35,35,0,Otto Kretschmer,Ferm
100,U-100,Sunk,9.27.00 AM,8/16/1940,55.21,-13.4,British,4864,56,49,7,Joachim Schepke,Empire Merchant
100,U-100,Sunk,7.12.00 PM,8/25/1940,57.05,-11.02,British,5471,57,55,2,Joachim Schepke,Jamaica Pioneer
100,U-100,Sunk,12.23.00 AM,8/29/1940,56.06,-13.33,British,4608,41,37,4,Joachim Schepke,Dalblair
100,U-100,Damaged,12.23.00 AM,8/29/1940,56.04,-13.06,British,5498,,,0,Joachim Schepke,Hartismere
100,U-100,Sunk,1.40.00 AM,8/29/1940,56.09,-12.14,British,2393,25,20,5,Joachim Schepke,Astra II
100,U-100,Sunk,3.36.00 AM,8/29/1940,56.09,-12.14,Swedish,2373,44,13,31,Joachim Schepke,Alida Gorthon
100,U-100,Sunk,4.27.00 AM,8/29/1940,56.06,-13.33,British,6103,36,36,0,Joachim Schepke,Empire Moose
100,U-100,Sunk,11.10.00 PM,9/21/1940,54.55,-18.25,British,8286,63,62,1,Joachim Schepke,Canonesa
100,U-100,Sunk,11.10.00 PM,9/21/1940,54.55,-18.17,British,10364,55,55,0,Joachim Schepke,Torinia
100,U-100,Sunk,11.10.00 PM,9/21/1940,55,-19,British,4608,48,48,0,Joachim Schepke,Dalcairn
100,U-100,Sunk,12.22.00 AM,9/22/1940,54,-18,British,6586,37,4,33,Joachim Schepke,Empire Airman
100,U-100,Sunk,12.50.00 AM,9/22/1940,55.11,-17.58,British,3940,45,45,0,Joachim Schepke,Scholar
100,U-100,Sunk,1.52.00 AM,9/22/1940,55.3,-13.4,British,10525,49,28,21,Joachim Schepke,Frederick S. Fales
100,U-100,Sunk,2.14.00 AM,9/22/1940,55.11,-17.58,Norwegian,6031,31,26,5,Joachim Schepke,Simla
123,U-123,Sunk,8.21.00 PM,10/19/1940,57.12,-11.08,British,5458,36,36,0,Karl-Heinz Moehle,Shekatika
123,U-123,Sunk,9.03.00 PM,10/19/1940,56.14,-10.38,Dutch,2118,25,25,0,Karl-Heinz Moehle,Boekelo
100,U-100,Damaged,11.08.00 PM,10/19/1940,57.55,-11.1,British,4155,34,,,Joachim Schepke,Blairspey
100,U-100,Sunk,12.15.00 AM,10/20/1940,56.37,-17.15,British,8230,53,52,1,Joachim Schepke,Caprella
100,U-100,Sunk,12.15.00 AM,10/20/1940,,,British,6218,44,43,1,Joachim Schepke,Sitala
100,U-100,Sunk,7.20.00 AM,10/20/1940,56,-14.3,British,5452,112,111,1,Joachim Schepke,Loch Lomond
100,U-100,Sunk,12.18.00 AM,11/23/1940,55,-13.1,British,4562,39,26,13,Joachim Schepke,Justitia
100,U-100,Sunk,1.17.00 AM,11/23/1940,55.04,-12.15,British,4740,43,4,39,Joachim Schepke,Bradfyne
100,U-100,Sunk,1.01.00 AM,11/23/1940,55,-12,Dutch,3628,25,0,25,Joachim Schepke,Ootmarsum
100,U-100,Total Loss,4.14.00 AM,11/23/1940,55.04,-12.15,Norwegian,2205,21,5,16,Joachim Schepke,Bruse
100,U-100,Sunk,4.36.00 AM,11/23/1940,55.16,-12.14,Norwegian,2694,25,16,9,Joachim Schepke,Salonica
100,U-100,Sunk,8.02.00 AM,11/23/1940,55.3,-11,British,3136,24,7,17,Joachim Schepke,Leise Mærsk
100,U-100,Sunk,9.05.00 PM,11/23/1940,55.39,-8.58,Dutch,3636,29,29,0,Joachim Schepke,Bussum
100,U-100,Sunk,8.16.00 AM,12/14/1940,56.27,-22.48,British,3670,36,0,36,Joachim Schepke,Kyleglen
100,U-100,Sunk,7.55.00 PM,12/14/1940,56.51,-23.12,British,3380,34,0,34,Joachim Schepke,Euphorbia
100,U-100,Sunk,8.20.00 PM,12/18/1940,58.58,-23.13,British,10116,85,14,71,Joachim Schepke,Napier Star
101,U-101,Sunk,7.25.00 PM,5/30/1940,48.59,-5.17,British,4831,37,36,1,Fritz Frauenheim,Stanhall
